SA_step;mu;sigma
72694;0.836449;0.603029
72695;0.836449;0.603029
72696;0.836449;0.603029
72697;0.836449;0.603029
72698;0.836449;0.603029
72699;0.836449;0.603029
72700;0.836449;0.603029
72701;0.836449;0.603029
72702;0.836449;0.603029
72703;0.836449;0.603029
72704;0.836449;0.603029
72705;0.836449;0.603029
72706;0.836449;0.603029
72707;0.836449;0.603029
72708;0.836449;0.603029
72709;0.836449;0.603029
72710;0.836449;0.603029
72711;0.836449;0.603029
72712;0.836449;0.603029
72713;0.836449;0.603029
72714;0.836449;0.603029
72715;0.836449;0.603029
72716;0.836449;0.603029
72717;0.836449;0.603029
72718;0.836449;0.603029
72719;0.836449;0.603029
72720;0.836449;0.603029
72721;0.836449;0.603029
72722;0.836449;0.603029
72723;0.836449;0.603029
72724;0.836449;0.603029
72725;0.836449;0.603029
72726;0.836449;0.603029
72727;0.836449;0.603029
72728;0.836449;0.603029
72729;0.836449;0.603029
72730;0.836449;0.603029
72731;0.836449;0.603029
72732;0.836449;0.603029
72733;0.836449;0.603029
72734;0.836449;0.603029
72735;0.836449;0.603029
72736;0.836449;0.603029
72737;0.836449;0.603029
72738;0.836449;0.603029
72739;0.836449;0.603029
72740;0.836449;0.603029
72741;0.836449;0.603029
72742;0.836449;0.603029
72743;0.836449;0.603029
72744;0.836449;0.603029
72745;0.836449;0.603029
72746;0.836449;0.603029
72747;0.836449;0.603029
72748;0.836449;0.603029
72749;0.836449;0.603029
72750;0.836449;0.603029
72751;0.836449;0.603029
72752;0.836449;0.603029
72753;0.836449;0.603029
72754;0.836449;0.603029
72755;0.836449;0.603029
72756;0.836449;0.603029
72757;0.836449;0.603029
72758;0.836449;0.603029
72759;0.836449;0.603029
72760;0.836449;0.603029
72761;0.836449;0.603029
72762;0.836449;0.603029
72763;0.836449;0.603029
72764;0.836449;0.603029
72765;0.836449;0.603029
72766;0.836449;0.603029
72767;0.836449;0.603029
72768;0.836449;0.603029
72769;0.836449;0.603029
72770;0.836449;0.603029
72771;0.836449;0.603029
72772;0.836449;0.603029
72773;0.836449;0.603029
72774;0.836449;0.603029
72775;0.836449;0.603029
72776;0.836449;0.603029
72777;0.836449;0.603029
72778;0.836449;0.603029
72779;0.836449;0.603029
72780;0.836449;0.603029
72781;0.836449;0.603029
72782;0.836449;0.603029
72783;0.836449;0.603029
72784;0.836449;0.603029
72785;0.836449;0.603029
72786;0.836449;0.603029
72787;0.836449;0.603029
72788;0.836449;0.603029
72789;0.836449;0.603029
72790;0.836449;0.603029
72791;0.836449;0.603029
72792;0.836449;0.603029
72793;0.836449;0.603029
72794;0.836449;0.603029
72795;0.836449;0.603029
72796;0.836449;0.603029
72797;0.836449;0.603029
72798;0.836449;0.603029
72799;0.836449;0.603029
72800;0.836449;0.603029
72801;0.836449;0.603029
72802;0.836449;0.603029
72803;0.836449;0.603029
72804;0.836449;0.603029
72805;0.836449;0.603029
72806;0.836449;0.603029
72807;0.836449;0.603029
72808;0.836449;0.603029
72809;0.836449;0.603029
72810;0.836449;0.603029
72811;0.836449;0.603029
72812;0.836449;0.603029
72813;0.836449;0.603029
72814;0.836449;0.603029
72815;0.836449;0.603029
72816;0.836449;0.603029
72817;0.836449;0.603029
72818;0.836449;0.603029
72819;0.836449;0.603029
72820;0.836449;0.603029
72821;0.836449;0.603029
72822;0.836449;0.603029
72823;0.836449;0.603029
72824;0.836449;0.603029
72825;0.836449;0.603029
72826;0.836449;0.603029
72827;0.836449;0.603029
72828;0.836449;0.603029
72829;0.836449;0.603029
72830;0.836449;0.603029
72831;0.836449;0.603029
72832;0.836449;0.603029
72833;0.836449;0.603029
72834;0.836449;0.603029
72835;0.836449;0.603029
72836;0.836449;0.603029
72837;0.836449;0.603029
72838;0.836449;0.603029
72839;0.836449;0.603029
72840;0.836449;0.603029
72841;0.836449;0.603029
72842;0.836449;0.603029
72843;0.836449;0.603029
72844;0.836449;0.603029
72845;0.836449;0.603029
72846;0.836449;0.603029
72847;0.836449;0.603029
72848;0.836449;0.603029
72849;0.836449;0.603029
72850;0.836449;0.603029
72851;0.836449;0.603029
72852;0.836449;0.603029
72853;0.836449;0.603029
72854;0.836449;0.603029
72855;0.836449;0.603029
72856;0.836449;0.603029
72857;0.836449;0.603029
72858;0.836449;0.603029
72859;0.836449;0.603029
72860;0.836449;0.603029
72861;0.836449;0.603029
72862;0.836449;0.603029
72863;0.836449;0.603029
72864;0.836449;0.603029
72865;0.836449;0.603029
72866;0.836449;0.603029
72867;0.836449;0.603029
72868;0.836449;0.603029
72869;0.836449;0.603029
72870;0.836449;0.603029
72871;0.836449;0.603029
72872;0.836449;0.603029
72873;0.836449;0.603029
72874;0.836449;0.603029
72875;0.836449;0.603029
72876;0.836449;0.603029
72877;0.836449;0.603029
72878;0.836449;0.603029
72879;0.836449;0.603029
72880;0.836449;0.603029
72881;0.836449;0.603029
72882;0.836449;0.603029
72883;0.836449;0.603029
72884;0.836449;0.603029
72885;0.836449;0.603029
72886;0.836449;0.603029
72887;0.836449;0.603029
72888;0.836449;0.603029
72889;0.836449;0.603029
72890;0.836449;0.603029
72891;0.836449;0.603029
72892;0.836449;0.603029
72893;0.836449;0.603029
72894;0.836449;0.603029
72895;0.836449;0.603029
72896;0.836449;0.603029
72897;0.836449;0.603029
72898;0.836449;0.603029
72899;0.836449;0.603029
72900;0.836449;0.603029
72901;0.836449;0.603029
72902;0.836449;0.603029
72903;0.836449;0.603029
72904;0.836449;0.603029
72905;0.836449;0.603029
72906;0.836449;0.603029
72907;0.836449;0.603029
72908;0.836449;0.603029
72909;0.836449;0.603029
72910;0.836449;0.603029
72911;0.836449;0.603029
72912;0.836449;0.603029
72913;0.836449;0.603029
72914;0.836449;0.603029
72915;0.836449;0.603029
72916;0.836449;0.603029
72917;0.836449;0.603029
72918;0.836449;0.603029
72919;0.836449;0.603029
72920;0.836449;0.603029
72921;0.836449;0.603029
72922;0.836449;0.603029
72923;0.836449;0.603029
72924;0.836449;0.603029
72925;0.836449;0.603029
72926;0.836449;0.603029
72927;0.836449;0.603029
72928;0.836449;0.603029
72929;0.836449;0.603029
72930;0.836449;0.603029
72931;0.836449;0.603029
72932;0.836449;0.603029
72933;0.836449;0.603029
72934;0.836449;0.603029
72935;0.836449;0.603029
72936;0.836449;0.603029
72937;0.836449;0.603029
72938;0.836449;0.603029
72939;0.836449;0.603029
72940;0.836449;0.603029
72941;0.836449;0.603029
72942;0.836449;0.603029
72943;0.836449;0.603029
72944;0.836449;0.603029
72945;0.836449;0.603029
72946;0.836449;0.603029
72947;0.836449;0.603029
72948;0.836449;0.603029
72949;0.836449;0.603029
72950;0.836449;0.603029
72951;0.836449;0.603029
72952;0.836449;0.603029
72953;0.836449;0.603029
72954;0.836449;0.603029
72955;0.836449;0.603029
72956;0.836449;0.603029
72957;0.836449;0.603029
72958;0.836449;0.603029
72959;0.836449;0.603029
72960;0.836449;0.603029
72961;0.836449;0.603029
72962;0.836449;0.603029
72963;0.836449;0.603029
72964;0.836449;0.603029
72965;0.836449;0.603029
72966;0.836449;0.603029
72967;0.836449;0.603029
72968;0.836449;0.603029
72969;0.836449;0.603029
72970;0.836449;0.603029
72971;0.836449;0.603029
72972;0.836449;0.603029
72973;0.836449;0.603029
72974;0.836449;0.603029
72975;0.836449;0.603029
72976;0.836449;0.603029
72977;0.836449;0.603029
72978;0.836449;0.603029
72979;0.836449;0.603029
72980;0.836449;0.603029
72981;0.836449;0.603029
72982;0.836449;0.603029
72983;0.836449;0.603029
72984;0.836449;0.603029
72985;0.836449;0.603029
72986;0.836449;0.603029
72987;0.836449;0.603029
72988;0.836449;0.603029
72989;0.836449;0.603029
72990;0.836449;0.603029
72991;0.836449;0.603029
72992;0.836449;0.603029
72993;0.836449;0.603029
72994;0.836449;0.603029
72995;0.836449;0.603029
72996;0.836449;0.603029
72997;0.836449;0.603029
72998;0.836449;0.603029
72999;0.836449;0.603029
73000;0.836449;0.603029
73001;0.836449;0.603029
73002;0.836449;0.603029
73003;0.836449;0.603029
73004;0.836449;0.603029
73005;0.836449;0.603029
73006;0.836449;0.603029
73007;0.836449;0.603029
73008;0.836449;0.603029
73009;0.836449;0.603029
73010;0.836449;0.603029
73011;0.836449;0.603029
73012;0.836449;0.603029
73013;0.836449;0.603029
73014;0.836449;0.603029
73015;0.836449;0.603029
73016;0.836449;0.603029
73017;0.836449;0.603029
73018;0.836449;0.603029
73019;0.836449;0.603029
73020;0.836449;0.603029
73021;0.836449;0.603029
73022;0.836449;0.603029
73023;0.836449;0.603029
73024;0.836449;0.603029
73025;0.836449;0.603029
73026;0.836449;0.603029
73027;0.836449;0.603029
73028;0.836449;0.603029
73029;0.836449;0.603029
73030;0.836449;0.603029
73031;0.836449;0.603029
73032;0.836449;0.603029
73033;0.836449;0.603029
73034;0.836449;0.603029
73035;0.836449;0.603029
73036;0.836449;0.603029
73037;0.836449;0.603029
73038;0.836449;0.603029
73039;0.836449;0.603029
73040;0.836449;0.603029
73041;0.836449;0.603029
73042;0.836449;0.603029
73043;0.836449;0.603029
73044;0.836449;0.603029
73045;0.836449;0.603029
73046;0.836449;0.603029
73047;0.836449;0.603029
73048;0.836449;0.603029
73049;0.836449;0.603029
73050;0.836449;0.603029
73051;0.836449;0.603029
73052;0.836449;0.603029
73053;0.836449;0.603029
73054;0.836449;0.603029
73055;0.836449;0.603029
73056;0.836449;0.603029
73057;0.836449;0.603029
73058;0.836449;0.603029
73059;0.836449;0.603029
73060;0.836449;0.603029
73061;0.836449;0.603029
73062;0.836449;0.603029
73063;0.836449;0.603029
73064;0.836449;0.603029
73065;0.836449;0.603029
73066;0.836449;0.603029
73067;0.836449;0.603029
73068;0.836449;0.603029
73069;0.836449;0.603029
73070;0.836449;0.603029
73071;0.836449;0.603029
73072;0.836449;0.603029
73073;0.836449;0.603029
73074;0.836449;0.603029
73075;0.836449;0.603029
73076;0.836449;0.603029
73077;0.836449;0.603029
73078;0.836449;0.603029
73079;0.836449;0.603029
73080;0.836449;0.603029
73081;0.836449;0.603029
73082;0.836449;0.603029
73083;0.836449;0.603029
73084;0.836449;0.603029
73085;0.836449;0.603029
73086;0.836449;0.603029
73087;0.836449;0.603029
73088;0.836449;0.603029
73089;0.836449;0.603029
73090;0.836449;0.603029
73091;0.836449;0.603029
73092;0.836449;0.603029
73093;0.836449;0.603029
73094;0.836449;0.603029
73095;0.836449;0.603029
73096;0.836449;0.603029
73097;0.836449;0.603029
73098;0.836449;0.603029
73099;0.836449;0.603029
73100;0.836449;0.603029
73101;0.836449;0.603029
73102;0.836449;0.603029
73103;0.836449;0.603029
73104;0.836449;0.603029
73105;0.836449;0.603029
73106;0.836449;0.603029
73107;0.836449;0.603029
73108;0.836449;0.603029
73109;0.836449;0.603029
73110;0.836449;0.603029
73111;0.836449;0.603029
73112;0.836449;0.603029
73113;0.836449;0.603029
73114;0.836449;0.603029
73115;0.836449;0.603029
73116;0.836449;0.603029
73117;0.836449;0.603029
73118;0.836449;0.603029
73119;0.836449;0.603029
73120;0.836449;0.603029
73121;0.836449;0.603029
73122;0.836449;0.603029
73123;0.836449;0.603029
73124;0.836449;0.603029
73125;0.836449;0.603029
73126;0.836449;0.603029
73127;0.836449;0.603029
73128;0.836449;0.603029
73129;0.836449;0.603029
73130;0.836449;0.603029
73131;0.836449;0.603029
73132;0.836449;0.603029
73133;0.836449;0.603029
73134;0.836449;0.603029
73135;0.836449;0.603029
73136;0.836449;0.603029
73137;0.836449;0.603029
73138;0.836449;0.603029
73139;0.836449;0.603029
73140;0.836449;0.603029
73141;0.836449;0.603029
73142;0.836449;0.603029
73143;0.836449;0.603029
73144;0.836449;0.603029
73145;0.836449;0.603029
73146;0.836449;0.603029
73147;0.836449;0.603029
73148;0.836449;0.603029
73149;0.836449;0.603029
73150;0.836449;0.603029
73151;0.836449;0.603029
73152;0.836449;0.603029
73153;0.836449;0.603029
73154;0.836449;0.603029
73155;0.836449;0.603029
73156;0.836449;0.603029
73157;0.836449;0.603029
73158;0.836449;0.603029
73159;0.836449;0.603029
73160;0.836449;0.603029
73161;0.836449;0.603029
73162;0.836449;0.603029
73163;0.836449;0.603029
73164;0.836449;0.603029
73165;0.836449;0.603029
73166;0.836449;0.603029
73167;0.836449;0.603029
73168;0.836449;0.603029
73169;0.836449;0.603029
73170;0.836449;0.603029
73171;0.836449;0.603029
73172;0.836449;0.603029
73173;0.836449;0.603029
73174;0.836449;0.603029
73175;0.836449;0.603029
73176;0.836449;0.603029
73177;0.836449;0.603029
73178;0.836449;0.603029
73179;0.836449;0.603029
73180;0.836449;0.603029
73181;0.836449;0.603029
73182;0.836449;0.603029
73183;0.836449;0.603029
73184;0.836449;0.603029
73185;0.836449;0.603029
73186;0.836449;0.603029
73187;0.836449;0.603029
73188;0.836449;0.603029
73189;0.836449;0.603029
73190;0.836449;0.603029
73191;0.836449;0.603029
73192;0.836449;0.603029
73193;0.836449;0.603029
73194;0.836449;0.603029
73195;0.836449;0.603029
73196;0.836449;0.603029
73197;0.836449;0.603029
73198;0.836449;0.603029
73199;0.836449;0.603029
73200;0.836449;0.603029
73201;0.836449;0.603029
73202;0.836449;0.603029
73203;0.836449;0.603029
73204;0.836449;0.603029
73205;0.836449;0.603029
73206;0.836449;0.603029
73207;0.836449;0.603029
73208;0.836449;0.603029
73209;0.836449;0.603029
73210;0.836449;0.603029
73211;0.836449;0.603029
73212;0.836449;0.603029
73213;0.836449;0.603029
73214;0.836449;0.603029
73215;0.836449;0.603029
73216;0.836449;0.603029
73217;0.836449;0.603029
73218;0.836449;0.603029
73219;0.836449;0.603029
73220;0.836449;0.603029
73221;0.836449;0.603029
73222;0.836449;0.603029
73223;0.836449;0.603029
73224;0.836449;0.603029
73225;0.836449;0.603029
73226;0.836449;0.603029
73227;0.836449;0.603029
73228;0.836449;0.603029
73229;0.836449;0.603029
73230;0.836449;0.603029
73231;0.836449;0.603029
73232;0.836449;0.603029
73233;0.836449;0.603029
73234;0.836449;0.603029
73235;0.836449;0.603029
73236;0.836449;0.603029
73237;0.836449;0.603029
73238;0.836449;0.603029
73239;0.836449;0.603029
73240;0.836449;0.603029
73241;0.836449;0.603029
73242;0.836449;0.603029
73243;0.836449;0.603029
73244;0.836449;0.603029
73245;0.836449;0.603029
73246;0.836449;0.603029
73247;0.836449;0.603029
73248;0.836449;0.603029
73249;0.836449;0.603029
73250;0.836449;0.603029
73251;0.836449;0.603029
73252;0.836449;0.603029
73253;0.836449;0.603029
73254;0.836449;0.603029
73255;0.836449;0.603029
73256;0.836449;0.603029
73257;0.836449;0.603029
73258;0.836449;0.603029
73259;0.836449;0.603029
73260;0.836449;0.603029
73261;0.836449;0.603029
73262;0.836449;0.603029
73263;0.836449;0.603029
73264;0.836449;0.603029
73265;0.836449;0.603029
73266;0.836449;0.603029
73267;0.836449;0.603029
73268;0.836449;0.603029
73269;0.836449;0.603029
73270;0.836449;0.603029
73271;0.836449;0.603029
73272;0.836449;0.603029
73273;0.836449;0.603029
73274;0.836449;0.603029
73275;0.836449;0.603029
73276;0.836449;0.603029
73277;0.836449;0.603029
73278;0.836449;0.603029
73279;0.836449;0.603029
73280;0.836449;0.603029
73281;0.836449;0.603029
73282;0.836449;0.603029
73283;0.836449;0.603029
73284;0.836449;0.603029
73285;0.836449;0.603029
73286;0.836449;0.603029
73287;0.836449;0.603029
73288;0.836449;0.603029
73289;0.836449;0.603029
73290;0.836449;0.603029
73291;0.836449;0.603029
73292;0.836449;0.603029
73293;0.836449;0.603029
73294;0.836449;0.603029
73295;0.836449;0.603029
73296;0.836449;0.603029
73297;0.836449;0.603029
73298;0.836449;0.603029
73299;0.836449;0.603029
73300;0.836449;0.603029
73301;0.836449;0.603029
73302;0.836449;0.603029
73303;0.836449;0.603029
73304;0.836449;0.603029
73305;0.836449;0.603029
73306;0.836449;0.603029
73307;0.836449;0.603029
73308;0.836449;0.603029
73309;0.836449;0.603029
73310;0.836449;0.603029
73311;0.836449;0.603029
73312;0.836449;0.603029
73313;0.836449;0.603029
73314;0.836449;0.603029
73315;0.836449;0.603029
73316;0.836449;0.603029
73317;0.836449;0.603029
73318;0.836449;0.603029
73319;0.836449;0.603029
73320;0.836449;0.603029
73321;0.836449;0.603029
73322;0.836449;0.603029
73323;0.836449;0.603029
73324;0.836449;0.603029
73325;0.836449;0.603029
73326;0.836449;0.603029
73327;0.836449;0.603029
73328;0.836449;0.603029
73329;0.836449;0.603029
73330;0.836449;0.603029
73331;0.836449;0.603029
73332;0.836449;0.603029
73333;0.836449;0.603029
73334;0.836449;0.603029
73335;0.836449;0.603029
73336;0.836449;0.603029
73337;0.836449;0.603029
73338;0.836449;0.603029
73339;0.836449;0.603029
73340;0.836449;0.603029
73341;0.836449;0.603029
73342;0.836449;0.603029
73343;0.836449;0.603029
73344;0.836449;0.603029
73345;0.836449;0.603029
73346;0.836449;0.603029
73347;0.836449;0.603029
73348;0.836449;0.603029
73349;0.836449;0.603029
73350;0.836449;0.603029
73351;0.836449;0.603029
73352;0.836449;0.603029
73353;0.836449;0.603029
73354;0.836449;0.603029
73355;0.836449;0.603029
73356;0.836449;0.603029
73357;0.836449;0.603029
73358;0.836449;0.603029
73359;0.836449;0.603029
73360;0.836449;0.603029
73361;0.836449;0.603029
73362;0.836449;0.603029
73363;0.836449;0.603029
73364;0.836449;0.603029
73365;0.836449;0.603029
73366;0.836449;0.603029
73367;0.836449;0.603029
73368;0.836449;0.603029
73369;0.836449;0.603029
73370;0.836449;0.603029
73371;0.836449;0.603029
73372;0.836449;0.603029
73373;0.836449;0.603029
73374;0.836449;0.603029
73375;0.836449;0.603029
73376;0.836449;0.603029
73377;0.836449;0.603029
73378;0.836449;0.603029
73379;0.836449;0.603029
73380;0.836449;0.603029
73381;0.836449;0.603029
73382;0.836449;0.603029
73383;0.836449;0.603029
73384;0.836449;0.603029
73385;0.836449;0.603029
73386;0.836449;0.603029
73387;0.836449;0.603029
73388;0.836449;0.603029
73389;0.836449;0.603029
73390;0.836449;0.603029
73391;0.836449;0.603029
73392;0.836449;0.603029
73393;0.836449;0.603029
73394;0.836449;0.603029
73395;0.836449;0.603029
73396;0.836449;0.603029
73397;0.836449;0.603029
73398;0.836449;0.603029
73399;0.836449;0.603029
73400;0.836449;0.603029
73401;0.836449;0.603029
73402;0.836449;0.603029
73403;0.836449;0.603029
73404;0.836449;0.603029
73405;0.836449;0.603029
73406;0.836449;0.603029
73407;0.836449;0.603029
73408;0.836449;0.603029
73409;0.836449;0.603029
73410;0.836449;0.603029
73411;0.836449;0.603029
73412;0.836449;0.603029
73413;0.836449;0.603029
73414;0.836449;0.603029
73415;0.836449;0.603029
73416;0.836449;0.603029
73417;0.836449;0.603029
73418;0.836449;0.603029
73419;0.836449;0.603029
73420;0.836449;0.603029
73421;0.836449;0.603029
73422;0.836449;0.603029
73423;0.836449;0.603029
73424;0.836449;0.603029
73425;0.836449;0.603029
73426;0.836449;0.603029
73427;0.836449;0.603029
73428;0.836449;0.603029
73429;0.836449;0.603029
73430;0.836449;0.603029
73431;0.836449;0.603029
73432;0.836449;0.603029
73433;0.836449;0.603029
73434;0.836449;0.603029
73435;0.836449;0.603029
73436;0.836449;0.603029
73437;0.836449;0.603029
73438;0.836449;0.603029
73439;0.836449;0.603029
73440;0.836449;0.603029
73441;0.836449;0.603029
73442;0.836449;0.603029
73443;0.836449;0.603029
73444;0.836449;0.603029
73445;0.836449;0.603029
73446;0.836449;0.603029
73447;0.836449;0.603029
73448;0.836449;0.603029
73449;0.836449;0.603029
73450;0.836449;0.603029
73451;0.836449;0.603029
73452;0.836449;0.603029
73453;0.836449;0.603029
73454;0.836449;0.603029
73455;0.836449;0.603029
73456;0.836449;0.603029
73457;0.836449;0.603029
73458;0.836449;0.603029
73459;0.836449;0.603029
73460;0.836449;0.603029
73461;0.836449;0.603029
73462;0.836449;0.603029
73463;0.836449;0.603029
73464;0.836449;0.603029
73465;0.836449;0.603029
73466;0.836449;0.603029
73467;0.836449;0.603029
73468;0.836449;0.603029
73469;0.836449;0.603029
73470;0.836449;0.603029
73471;0.836449;0.603029
73472;0.836449;0.603029
73473;0.836449;0.603029
73474;0.836449;0.603029
73475;0.836449;0.603029
73476;0.836449;0.603029
73477;0.836449;0.603029
73478;0.836449;0.603029
73479;0.836449;0.603029
73480;0.836449;0.603029
73481;0.836449;0.603029
73482;0.836449;0.603029
73483;0.836449;0.603029
73484;0.836449;0.603029
73485;0.836449;0.603029
73486;0.836449;0.603029
73487;0.836449;0.603029
73488;0.836449;0.603029
73489;0.836449;0.603029
73490;0.836449;0.603029
73491;0.836449;0.603029
73492;0.836449;0.603029
