SA_step;mu;sigma
71618;0.836449;0.603029
71619;0.836449;0.603029
71620;0.836449;0.603029
71621;0.836449;0.603029
71622;0.836449;0.603029
71623;0.836449;0.603029
71624;0.836449;0.603029
71625;0.836449;0.603029
71626;0.836449;0.603029
71627;0.836449;0.603029
71628;0.836449;0.603029
71629;0.836449;0.603029
71630;0.836449;0.603029
71631;0.836449;0.603029
71632;0.836449;0.603029
71633;0.836449;0.603029
71634;0.836449;0.603029
71635;0.836449;0.603029
71636;0.836449;0.603029
71637;0.836449;0.603029
71638;0.836449;0.603029
71639;0.836449;0.603029
71640;0.836449;0.603029
71641;0.836449;0.603029
71642;0.836449;0.603029
71643;0.836449;0.603029
71644;0.836449;0.603029
71645;0.836449;0.603029
71646;0.836449;0.603029
71647;0.836449;0.603029
71648;0.836449;0.603029
71649;0.836449;0.603029
71650;0.836449;0.603029
71651;0.836449;0.603029
71652;0.836449;0.603029
71653;0.836449;0.603029
71654;0.836449;0.603029
71655;0.836449;0.603029
71656;0.836449;0.603029
71657;0.836449;0.603029
71658;0.836449;0.603029
71659;0.836449;0.603029
71660;0.836449;0.603029
71661;0.836449;0.603029
71662;0.836449;0.603029
71663;0.836449;0.603029
71664;0.836449;0.603029
71665;0.836449;0.603029
71666;0.836449;0.603029
71667;0.836449;0.603029
71668;0.836449;0.603029
71669;0.836449;0.603029
71670;0.836449;0.603029
71671;0.836449;0.603029
71672;0.836449;0.603029
71673;0.836449;0.603029
71674;0.836449;0.603029
71675;0.836449;0.603029
71676;0.836449;0.603029
71677;0.836449;0.603029
71678;0.836449;0.603029
71679;0.836449;0.603029
71680;0.836449;0.603029
71681;0.836449;0.603029
71682;0.836449;0.603029
71683;0.836449;0.603029
71684;0.836449;0.603029
71685;0.836449;0.603029
71686;0.836449;0.603029
71687;0.836449;0.603029
71688;0.836449;0.603029
71689;0.836449;0.603029
71690;0.836449;0.603029
71691;0.836449;0.603029
71692;0.836449;0.603029
71693;0.836449;0.603029
71694;0.836449;0.603029
71695;0.836449;0.603029
71696;0.836449;0.603029
71697;0.836449;0.603029
71698;0.836449;0.603029
71699;0.836449;0.603029
71700;0.836449;0.603029
71701;0.836449;0.603029
71702;0.836449;0.603029
71703;0.836449;0.603029
71704;0.836449;0.603029
71705;0.836449;0.603029
71706;0.836449;0.603029
71707;0.836449;0.603029
71708;0.836449;0.603029
71709;0.836449;0.603029
71710;0.836449;0.603029
71711;0.836449;0.603029
71712;0.836449;0.603029
71713;0.836449;0.603029
71714;0.836449;0.603029
71715;0.836449;0.603029
71716;0.836449;0.603029
71717;0.836449;0.603029
71718;0.836449;0.603029
71719;0.836449;0.603029
71720;0.836449;0.603029
71721;0.836449;0.603029
71722;0.836449;0.603029
71723;0.836449;0.603029
71724;0.836449;0.603029
71725;0.836449;0.603029
71726;0.836449;0.603029
71727;0.836449;0.603029
71728;0.836449;0.603029
71729;0.836449;0.603029
71730;0.836449;0.603029
71731;0.836449;0.603029
71732;0.836449;0.603029
71733;0.836449;0.603029
71734;0.836449;0.603029
71735;0.836449;0.603029
71736;0.836449;0.603029
71737;0.836449;0.603029
71738;0.836449;0.603029
71739;0.836449;0.603029
71740;0.836449;0.603029
71741;0.836449;0.603029
71742;0.836449;0.603029
71743;0.836449;0.603029
71744;0.836449;0.603029
71745;0.836449;0.603029
71746;0.836449;0.603029
71747;0.836449;0.603029
71748;0.836449;0.603029
71749;0.836449;0.603029
71750;0.836449;0.603029
71751;0.836449;0.603029
71752;0.836449;0.603029
71753;0.836449;0.603029
71754;0.836449;0.603029
71755;0.836449;0.603029
71756;0.836449;0.603029
71757;0.836449;0.603029
71758;0.836449;0.603029
71759;0.836449;0.603029
71760;0.836449;0.603029
71761;0.836449;0.603029
71762;0.836449;0.603029
71763;0.836449;0.603029
71764;0.836449;0.603029
71765;0.836449;0.603029
71766;0.836449;0.603029
71767;0.836449;0.603029
71768;0.836449;0.603029
71769;0.836449;0.603029
71770;0.836449;0.603029
71771;0.836449;0.603029
71772;0.836449;0.603029
71773;0.836449;0.603029
71774;0.836449;0.603029
71775;0.836449;0.603029
71776;0.836449;0.603029
71777;0.836449;0.603029
71778;0.836449;0.603029
71779;0.836449;0.603029
71780;0.836449;0.603029
71781;0.836449;0.603029
71782;0.836449;0.603029
71783;0.836449;0.603029
71784;0.836449;0.603029
71785;0.836449;0.603029
71786;0.836449;0.603029
71787;0.836449;0.603029
71788;0.836449;0.603029
71789;0.836449;0.603029
71790;0.836449;0.603029
71791;0.836449;0.603029
71792;0.836449;0.603029
71793;0.836449;0.603029
71794;0.836449;0.603029
71795;0.836449;0.603029
71796;0.836449;0.603029
71797;0.836449;0.603029
71798;0.836449;0.603029
71799;0.836449;0.603029
71800;0.836449;0.603029
71801;0.836449;0.603029
71802;0.836449;0.603029
71803;0.836449;0.603029
71804;0.836449;0.603029
71805;0.836449;0.603029
71806;0.836449;0.603029
71807;0.836449;0.603029
71808;0.836449;0.603029
71809;0.836449;0.603029
71810;0.836449;0.603029
71811;0.836449;0.603029
71812;0.836449;0.603029
71813;0.836449;0.603029
71814;0.836449;0.603029
71815;0.836449;0.603029
71816;0.836449;0.603029
71817;0.836449;0.603029
71818;0.836449;0.603029
71819;0.836449;0.603029
71820;0.836449;0.603029
71821;0.836449;0.603029
71822;0.836449;0.603029
71823;0.836449;0.603029
71824;0.836449;0.603029
71825;0.836449;0.603029
71826;0.836449;0.603029
71827;0.836449;0.603029
71828;0.836449;0.603029
71829;0.836449;0.603029
71830;0.836449;0.603029
71831;0.836449;0.603029
71832;0.836449;0.603029
71833;0.836449;0.603029
71834;0.836449;0.603029
71835;0.836449;0.603029
71836;0.836449;0.603029
71837;0.836449;0.603029
71838;0.836449;0.603029
71839;0.836449;0.603029
71840;0.836449;0.603029
71841;0.836449;0.603029
71842;0.836449;0.603029
71843;0.836449;0.603029
71844;0.836449;0.603029
71845;0.836449;0.603029
71846;0.836449;0.603029
71847;0.836449;0.603029
71848;0.836449;0.603029
71849;0.836449;0.603029
71850;0.836449;0.603029
71851;0.836449;0.603029
71852;0.836449;0.603029
71853;0.836449;0.603029
71854;0.836449;0.603029
71855;0.836449;0.603029
71856;0.836449;0.603029
71857;0.836449;0.603029
71858;0.836449;0.603029
71859;0.836449;0.603029
71860;0.836449;0.603029
71861;0.836449;0.603029
71862;0.836449;0.603029
71863;0.836449;0.603029
71864;0.836449;0.603029
71865;0.836449;0.603029
71866;0.836449;0.603029
71867;0.836449;0.603029
71868;0.836449;0.603029
71869;0.836449;0.603029
71870;0.836449;0.603029
71871;0.836449;0.603029
71872;0.836449;0.603029
71873;0.836449;0.603029
71874;0.836449;0.603029
71875;0.836449;0.603029
71876;0.836449;0.603029
71877;0.836449;0.603029
71878;0.836449;0.603029
71879;0.836449;0.603029
71880;0.836449;0.603029
71881;0.836449;0.603029
71882;0.836449;0.603029
71883;0.836449;0.603029
71884;0.836449;0.603029
71885;0.836449;0.603029
71886;0.836449;0.603029
71887;0.836449;0.603029
71888;0.836449;0.603029
71889;0.836449;0.603029
71890;0.836449;0.603029
71891;0.836449;0.603029
71892;0.836449;0.603029
71893;0.836449;0.603029
71894;0.836449;0.603029
71895;0.836449;0.603029
71896;0.836449;0.603029
71897;0.836449;0.603029
71898;0.836449;0.603029
71899;0.836449;0.603029
71900;0.836449;0.603029
71901;0.836449;0.603029
71902;0.836449;0.603029
71903;0.836449;0.603029
71904;0.836449;0.603029
71905;0.836449;0.603029
71906;0.836449;0.603029
71907;0.836449;0.603029
71908;0.836449;0.603029
71909;0.836449;0.603029
71910;0.836449;0.603029
71911;0.836449;0.603029
71912;0.836449;0.603029
71913;0.836449;0.603029
71914;0.836449;0.603029
71915;0.836449;0.603029
71916;0.836449;0.603029
71917;0.836449;0.603029
71918;0.836449;0.603029
71919;0.836449;0.603029
71920;0.836449;0.603029
71921;0.836449;0.603029
71922;0.836449;0.603029
71923;0.836449;0.603029
71924;0.836449;0.603029
71925;0.836449;0.603029
71926;0.836449;0.603029
71927;0.836449;0.603029
71928;0.836449;0.603029
71929;0.836449;0.603029
71930;0.836449;0.603029
71931;0.836449;0.603029
71932;0.836449;0.603029
71933;0.836449;0.603029
71934;0.836449;0.603029
71935;0.836449;0.603029
71936;0.836449;0.603029
71937;0.836449;0.603029
71938;0.836449;0.603029
71939;0.836449;0.603029
71940;0.836449;0.603029
71941;0.836449;0.603029
71942;0.836449;0.603029
71943;0.836449;0.603029
71944;0.836449;0.603029
71945;0.836449;0.603029
71946;0.836449;0.603029
71947;0.836449;0.603029
71948;0.836449;0.603029
71949;0.836449;0.603029
71950;0.836449;0.603029
71951;0.836449;0.603029
71952;0.836449;0.603029
71953;0.836449;0.603029
71954;0.836449;0.603029
71955;0.836449;0.603029
71956;0.836449;0.603029
71957;0.836449;0.603029
71958;0.836449;0.603029
71959;0.836449;0.603029
71960;0.836449;0.603029
71961;0.836449;0.603029
71962;0.836449;0.603029
71963;0.836449;0.603029
71964;0.836449;0.603029
71965;0.836449;0.603029
71966;0.836449;0.603029
71967;0.836449;0.603029
71968;0.836449;0.603029
71969;0.836449;0.603029
71970;0.836449;0.603029
71971;0.836449;0.603029
71972;0.836449;0.603029
71973;0.836449;0.603029
71974;0.836449;0.603029
71975;0.836449;0.603029
71976;0.836449;0.603029
71977;0.836449;0.603029
71978;0.836449;0.603029
71979;0.836449;0.603029
71980;0.836449;0.603029
71981;0.836449;0.603029
71982;0.836449;0.603029
71983;0.836449;0.603029
71984;0.836449;0.603029
71985;0.836449;0.603029
71986;0.836449;0.603029
71987;0.836449;0.603029
71988;0.836449;0.603029
71989;0.836449;0.603029
71990;0.836449;0.603029
71991;0.836449;0.603029
71992;0.836449;0.603029
71993;0.836449;0.603029
71994;0.836449;0.603029
71995;0.836449;0.603029
71996;0.836449;0.603029
71997;0.836449;0.603029
71998;0.836449;0.603029
71999;0.836449;0.603029
72000;0.836449;0.603029
72001;0.836449;0.603029
72002;0.836449;0.603029
72003;0.836449;0.603029
72004;0.836449;0.603029
72005;0.836449;0.603029
72006;0.836449;0.603029
72007;0.836449;0.603029
72008;0.836449;0.603029
72009;0.836449;0.603029
72010;0.836449;0.603029
72011;0.836449;0.603029
72012;0.836449;0.603029
72013;0.836449;0.603029
72014;0.836449;0.603029
72015;0.836449;0.603029
72016;0.836449;0.603029
72017;0.836449;0.603029
72018;0.836449;0.603029
72019;0.836449;0.603029
72020;0.836449;0.603029
72021;0.836449;0.603029
72022;0.836449;0.603029
72023;0.836449;0.603029
72024;0.836449;0.603029
72025;0.836449;0.603029
72026;0.836449;0.603029
72027;0.836449;0.603029
72028;0.836449;0.603029
72029;0.836449;0.603029
72030;0.836449;0.603029
72031;0.836449;0.603029
72032;0.836449;0.603029
72033;0.836449;0.603029
72034;0.836449;0.603029
72035;0.836449;0.603029
72036;0.836449;0.603029
72037;0.836449;0.603029
72038;0.836449;0.603029
72039;0.836449;0.603029
72040;0.836449;0.603029
72041;0.836449;0.603029
72042;0.836449;0.603029
72043;0.836449;0.603029
72044;0.836449;0.603029
72045;0.836449;0.603029
72046;0.836449;0.603029
72047;0.836449;0.603029
72048;0.836449;0.603029
72049;0.836449;0.603029
72050;0.836449;0.603029
72051;0.836449;0.603029
72052;0.836449;0.603029
72053;0.836449;0.603029
72054;0.836449;0.603029
72055;0.836449;0.603029
72056;0.836449;0.603029
72057;0.836449;0.603029
72058;0.836449;0.603029
72059;0.836449;0.603029
72060;0.836449;0.603029
72061;0.836449;0.603029
72062;0.836449;0.603029
72063;0.836449;0.603029
72064;0.836449;0.603029
72065;0.836449;0.603029
72066;0.836449;0.603029
72067;0.836449;0.603029
72068;0.836449;0.603029
72069;0.836449;0.603029
72070;0.836449;0.603029
72071;0.836449;0.603029
72072;0.836449;0.603029
72073;0.836449;0.603029
72074;0.836449;0.603029
72075;0.836449;0.603029
72076;0.836449;0.603029
72077;0.836449;0.603029
72078;0.836449;0.603029
72079;0.836449;0.603029
72080;0.836449;0.603029
72081;0.836449;0.603029
72082;0.836449;0.603029
72083;0.836449;0.603029
72084;0.836449;0.603029
72085;0.836449;0.603029
72086;0.836449;0.603029
72087;0.836449;0.603029
72088;0.836449;0.603029
72089;0.836449;0.603029
72090;0.836449;0.603029
72091;0.836449;0.603029
72092;0.836449;0.603029
72093;0.836449;0.603029
72094;0.836449;0.603029
72095;0.836449;0.603029
72096;0.836449;0.603029
72097;0.836449;0.603029
72098;0.836449;0.603029
72099;0.836449;0.603029
72100;0.836449;0.603029
72101;0.836449;0.603029
72102;0.836449;0.603029
72103;0.836449;0.603029
72104;0.836449;0.603029
72105;0.836449;0.603029
72106;0.836449;0.603029
72107;0.836449;0.603029
72108;0.836449;0.603029
72109;0.836449;0.603029
72110;0.836449;0.603029
72111;0.836449;0.603029
72112;0.836449;0.603029
72113;0.836449;0.603029
72114;0.836449;0.603029
72115;0.836449;0.603029
72116;0.836449;0.603029
72117;0.836449;0.603029
72118;0.836449;0.603029
72119;0.836449;0.603029
72120;0.836449;0.603029
72121;0.836449;0.603029
72122;0.836449;0.603029
72123;0.836449;0.603029
72124;0.836449;0.603029
72125;0.836449;0.603029
72126;0.836449;0.603029
72127;0.836449;0.603029
72128;0.836449;0.603029
72129;0.836449;0.603029
72130;0.836449;0.603029
72131;0.836449;0.603029
72132;0.836449;0.603029
72133;0.836449;0.603029
72134;0.836449;0.603029
72135;0.836449;0.603029
72136;0.836449;0.603029
72137;0.836449;0.603029
72138;0.836449;0.603029
72139;0.836449;0.603029
72140;0.836449;0.603029
72141;0.836449;0.603029
72142;0.836449;0.603029
72143;0.836449;0.603029
72144;0.836449;0.603029
72145;0.836449;0.603029
72146;0.836449;0.603029
72147;0.836449;0.603029
72148;0.836449;0.603029
72149;0.836449;0.603029
72150;0.836449;0.603029
72151;0.836449;0.603029
72152;0.836449;0.603029
72153;0.836449;0.603029
72154;0.836449;0.603029
72155;0.836449;0.603029
72156;0.836449;0.603029
72157;0.836449;0.603029
72158;0.836449;0.603029
72159;0.836449;0.603029
72160;0.836449;0.603029
72161;0.836449;0.603029
72162;0.836449;0.603029
72163;0.836449;0.603029
72164;0.836449;0.603029
72165;0.836449;0.603029
72166;0.836449;0.603029
72167;0.836449;0.603029
72168;0.836449;0.603029
72169;0.836449;0.603029
72170;0.836449;0.603029
72171;0.836449;0.603029
72172;0.836449;0.603029
72173;0.836449;0.603029
72174;0.836449;0.603029
72175;0.836449;0.603029
72176;0.836449;0.603029
72177;0.836449;0.603029
72178;0.836449;0.603029
72179;0.836449;0.603029
72180;0.836449;0.603029
72181;0.836449;0.603029
72182;0.836449;0.603029
72183;0.836449;0.603029
72184;0.836449;0.603029
72185;0.836449;0.603029
72186;0.836449;0.603029
72187;0.836449;0.603029
72188;0.836449;0.603029
72189;0.836449;0.603029
72190;0.836449;0.603029
72191;0.836449;0.603029
72192;0.836449;0.603029
72193;0.836449;0.603029
72194;0.836449;0.603029
72195;0.836449;0.603029
72196;0.836449;0.603029
72197;0.836449;0.603029
72198;0.836449;0.603029
72199;0.836449;0.603029
72200;0.836449;0.603029
72201;0.836449;0.603029
72202;0.836449;0.603029
72203;0.836449;0.603029
72204;0.836449;0.603029
72205;0.836449;0.603029
72206;0.836449;0.603029
72207;0.836449;0.603029
72208;0.836449;0.603029
72209;0.836449;0.603029
72210;0.836449;0.603029
72211;0.836449;0.603029
72212;0.836449;0.603029
72213;0.836449;0.603029
72214;0.836449;0.603029
72215;0.836449;0.603029
72216;0.836449;0.603029
72217;0.836449;0.603029
72218;0.836449;0.603029
72219;0.836449;0.603029
72220;0.836449;0.603029
72221;0.836449;0.603029
72222;0.836449;0.603029
72223;0.836449;0.603029
72224;0.836449;0.603029
72225;0.836449;0.603029
72226;0.836449;0.603029
72227;0.836449;0.603029
72228;0.836449;0.603029
72229;0.836449;0.603029
72230;0.836449;0.603029
72231;0.836449;0.603029
72232;0.836449;0.603029
72233;0.836449;0.603029
72234;0.836449;0.603029
72235;0.836449;0.603029
72236;0.836449;0.603029
72237;0.836449;0.603029
72238;0.836449;0.603029
72239;0.836449;0.603029
72240;0.836449;0.603029
72241;0.836449;0.603029
72242;0.836449;0.603029
72243;0.836449;0.603029
72244;0.836449;0.603029
72245;0.836449;0.603029
72246;0.836449;0.603029
72247;0.836449;0.603029
72248;0.836449;0.603029
72249;0.836449;0.603029
72250;0.836449;0.603029
72251;0.836449;0.603029
72252;0.836449;0.603029
72253;0.836449;0.603029
72254;0.836449;0.603029
72255;0.836449;0.603029
72256;0.836449;0.603029
72257;0.836449;0.603029
72258;0.836449;0.603029
72259;0.836449;0.603029
72260;0.836449;0.603029
72261;0.836449;0.603029
72262;0.836449;0.603029
72263;0.836449;0.603029
72264;0.836449;0.603029
72265;0.836449;0.603029
72266;0.836449;0.603029
72267;0.836449;0.603029
72268;0.836449;0.603029
72269;0.836449;0.603029
72270;0.836449;0.603029
72271;0.836449;0.603029
72272;0.836449;0.603029
72273;0.836449;0.603029
72274;0.836449;0.603029
72275;0.836449;0.603029
72276;0.836449;0.603029
72277;0.836449;0.603029
72278;0.836449;0.603029
72279;0.836449;0.603029
72280;0.836449;0.603029
72281;0.836449;0.603029
72282;0.836449;0.603029
72283;0.836449;0.603029
72284;0.836449;0.603029
72285;0.836449;0.603029
72286;0.836449;0.603029
72287;0.836449;0.603029
72288;0.836449;0.603029
72289;0.836449;0.603029
72290;0.836449;0.603029
72291;0.836449;0.603029
72292;0.836449;0.603029
72293;0.836449;0.603029
72294;0.836449;0.603029
72295;0.836449;0.603029
72296;0.836449;0.603029
72297;0.836449;0.603029
72298;0.836449;0.603029
72299;0.836449;0.603029
72300;0.836449;0.603029
72301;0.836449;0.603029
72302;0.836449;0.603029
72303;0.836449;0.603029
72304;0.836449;0.603029
72305;0.836449;0.603029
72306;0.836449;0.603029
72307;0.836449;0.603029
72308;0.836449;0.603029
72309;0.836449;0.603029
72310;0.836449;0.603029
72311;0.836449;0.603029
72312;0.836449;0.603029
72313;0.836449;0.603029
72314;0.836449;0.603029
72315;0.836449;0.603029
72316;0.836449;0.603029
72317;0.836449;0.603029
72318;0.836449;0.603029
72319;0.836449;0.603029
72320;0.836449;0.603029
72321;0.836449;0.603029
72322;0.836449;0.603029
72323;0.836449;0.603029
72324;0.836449;0.603029
72325;0.836449;0.603029
72326;0.836449;0.603029
72327;0.836449;0.603029
72328;0.836449;0.603029
72329;0.836449;0.603029
72330;0.836449;0.603029
72331;0.836449;0.603029
72332;0.836449;0.603029
72333;0.836449;0.603029
72334;0.836449;0.603029
72335;0.836449;0.603029
72336;0.836449;0.603029
72337;0.836449;0.603029
72338;0.836449;0.603029
72339;0.836449;0.603029
72340;0.836449;0.603029
72341;0.836449;0.603029
72342;0.836449;0.603029
72343;0.836449;0.603029
72344;0.836449;0.603029
72345;0.836449;0.603029
72346;0.836449;0.603029
72347;0.836449;0.603029
72348;0.836449;0.603029
72349;0.836449;0.603029
72350;0.836449;0.603029
72351;0.836449;0.603029
72352;0.836449;0.603029
72353;0.836449;0.603029
72354;0.836449;0.603029
72355;0.836449;0.603029
72356;0.836449;0.603029
72357;0.836449;0.603029
72358;0.836449;0.603029
72359;0.836449;0.603029
72360;0.836449;0.603029
72361;0.836449;0.603029
72362;0.836449;0.603029
72363;0.836449;0.603029
72364;0.836449;0.603029
72365;0.836449;0.603029
72366;0.836449;0.603029
72367;0.836449;0.603029
72368;0.836449;0.603029
72369;0.836449;0.603029
72370;0.836449;0.603029
72371;0.836449;0.603029
72372;0.836449;0.603029
72373;0.836449;0.603029
72374;0.836449;0.603029
72375;0.836449;0.603029
72376;0.836449;0.603029
72377;0.836449;0.603029
72378;0.836449;0.603029
72379;0.836449;0.603029
72380;0.836449;0.603029
72381;0.836449;0.603029
72382;0.836449;0.603029
72383;0.836449;0.603029
72384;0.836449;0.603029
72385;0.836449;0.603029
72386;0.836449;0.603029
72387;0.836449;0.603029
72388;0.836449;0.603029
72389;0.836449;0.603029
72390;0.836449;0.603029
72391;0.836449;0.603029
72392;0.836449;0.603029
72393;0.836449;0.603029
72394;0.836449;0.603029
72395;0.836449;0.603029
72396;0.836449;0.603029
72397;0.836449;0.603029
72398;0.836449;0.603029
72399;0.836449;0.603029
72400;0.836449;0.603029
72401;0.836449;0.603029
72402;0.836449;0.603029
72403;0.836449;0.603029
72404;0.836449;0.603029
72405;0.836449;0.603029
72406;0.836449;0.603029
72407;0.836449;0.603029
72408;0.836449;0.603029
72409;0.836449;0.603029
72410;0.836449;0.603029
72411;0.836449;0.603029
72412;0.836449;0.603029
72413;0.836449;0.603029
72414;0.836449;0.603029
72415;0.836449;0.603029
72416;0.836449;0.603029
72417;0.836449;0.603029
72418;0.836449;0.603029
72419;0.836449;0.603029
72420;0.836449;0.603029
72421;0.836449;0.603029
72422;0.836449;0.603029
72423;0.836449;0.603029
72424;0.836449;0.603029
72425;0.836449;0.603029
72426;0.836449;0.603029
72427;0.836449;0.603029
72428;0.836449;0.603029
72429;0.836449;0.603029
72430;0.836449;0.603029
72431;0.836449;0.603029
72432;0.836449;0.603029
72433;0.836449;0.603029
72434;0.836449;0.603029
72435;0.836449;0.603029
72436;0.836449;0.603029
72437;0.836449;0.603029
72438;0.836449;0.603029
72439;0.836449;0.603029
72440;0.836449;0.603029
72441;0.836449;0.603029
72442;0.836449;0.603029
72443;0.836449;0.603029
72444;0.836449;0.603029
72445;0.836449;0.603029
72446;0.836449;0.603029
72447;0.836449;0.603029
72448;0.836449;0.603029
72449;0.836449;0.603029
72450;0.836449;0.603029
72451;0.836449;0.603029
72452;0.836449;0.603029
72453;0.836449;0.603029
72454;0.836449;0.603029
72455;0.836449;0.603029
72456;0.836449;0.603029
72457;0.836449;0.603029
72458;0.836449;0.603029
72459;0.836449;0.603029
72460;0.836449;0.603029
72461;0.836449;0.603029
72462;0.836449;0.603029
72463;0.836449;0.603029
72464;0.836449;0.603029
72465;0.836449;0.603029
72466;0.836449;0.603029
72467;0.836449;0.603029
72468;0.836449;0.603029
72469;0.836449;0.603029
72470;0.836449;0.603029
72471;0.836449;0.603029
72472;0.836449;0.603029
72473;0.836449;0.603029
72474;0.836449;0.603029
72475;0.836449;0.603029
72476;0.836449;0.603029
72477;0.836449;0.603029
72478;0.836449;0.603029
72479;0.836449;0.603029
72480;0.836449;0.603029
72481;0.836449;0.603029
72482;0.836449;0.603029
72483;0.836449;0.603029
72484;0.836449;0.603029
72485;0.836449;0.603029
72486;0.836449;0.603029
72487;0.836449;0.603029
72488;0.836449;0.603029
72489;0.836449;0.603029
72490;0.836449;0.603029
72491;0.836449;0.603029
72492;0.836449;0.603029
72493;0.836449;0.603029
72494;0.836449;0.603029
72495;0.836449;0.603029
72496;0.836449;0.603029
72497;0.836449;0.603029
72498;0.836449;0.603029
72499;0.836449;0.603029
72500;0.836449;0.603029
72501;0.836449;0.603029
72502;0.836449;0.603029
72503;0.836449;0.603029
72504;0.836449;0.603029
72505;0.836449;0.603029
72506;0.836449;0.603029
72507;0.836449;0.603029
72508;0.836449;0.603029
72509;0.836449;0.603029
72510;0.836449;0.603029
72511;0.836449;0.603029
72512;0.836449;0.603029
72513;0.836449;0.603029
72514;0.836449;0.603029
72515;0.836449;0.603029
72516;0.836449;0.603029
72517;0.836449;0.603029
72518;0.836449;0.603029
72519;0.836449;0.603029
72520;0.836449;0.603029
72521;0.836449;0.603029
72522;0.836449;0.603029
72523;0.836449;0.603029
72524;0.836449;0.603029
72525;0.836449;0.603029
72526;0.836449;0.603029
72527;0.836449;0.603029
72528;0.836449;0.603029
72529;0.836449;0.603029
72530;0.836449;0.603029
72531;0.836449;0.603029
72532;0.836449;0.603029
72533;0.836449;0.603029
72534;0.836449;0.603029
72535;0.836449;0.603029
72536;0.836449;0.603029
72537;0.836449;0.603029
72538;0.836449;0.603029
72539;0.836449;0.603029
72540;0.836449;0.603029
72541;0.836449;0.603029
72542;0.836449;0.603029
72543;0.836449;0.603029
72544;0.836449;0.603029
72545;0.836449;0.603029
72546;0.836449;0.603029
72547;0.836449;0.603029
72548;0.836449;0.603029
72549;0.836449;0.603029
72550;0.836449;0.603029
72551;0.836449;0.603029
72552;0.836449;0.603029
72553;0.836449;0.603029
72554;0.836449;0.603029
72555;0.836449;0.603029
72556;0.836449;0.603029
72557;0.836449;0.603029
72558;0.836449;0.603029
72559;0.836449;0.603029
72560;0.836449;0.603029
72561;0.836449;0.603029
72562;0.836449;0.603029
72563;0.836449;0.603029
72564;0.836449;0.603029
72565;0.836449;0.603029
72566;0.836449;0.603029
72567;0.836449;0.603029
72568;0.836449;0.603029
72569;0.836449;0.603029
72570;0.836449;0.603029
72571;0.836449;0.603029
72572;0.836449;0.603029
72573;0.836449;0.603029
72574;0.836449;0.603029
72575;0.836449;0.603029
72576;0.836449;0.603029
72577;0.836449;0.603029
72578;0.836449;0.603029
72579;0.836449;0.603029
72580;0.836449;0.603029
72581;0.836449;0.603029
72582;0.836449;0.603029
72583;0.836449;0.603029
72584;0.836449;0.603029
72585;0.836449;0.603029
72586;0.836449;0.603029
72587;0.836449;0.603029
72588;0.836449;0.603029
72589;0.836449;0.603029
72590;0.836449;0.603029
72591;0.836449;0.603029
72592;0.836449;0.603029
72593;0.836449;0.603029
72594;0.836449;0.603029
72595;0.836449;0.603029
72596;0.836449;0.603029
72597;0.836449;0.603029
72598;0.836449;0.603029
72599;0.836449;0.603029
72600;0.836449;0.603029
72601;0.836449;0.603029
72602;0.836449;0.603029
72603;0.836449;0.603029
72604;0.836449;0.603029
72605;0.836449;0.603029
72606;0.836449;0.603029
72607;0.836449;0.603029
72608;0.836449;0.603029
72609;0.836449;0.603029
72610;0.836449;0.603029
72611;0.836449;0.603029
72612;0.836449;0.603029
72613;0.836449;0.603029
72614;0.836449;0.603029
72615;0.836449;0.603029
72616;0.836449;0.603029
72617;0.836449;0.603029
72618;0.836449;0.603029
72619;0.836449;0.603029
72620;0.836449;0.603029
72621;0.836449;0.603029
72622;0.836449;0.603029
72623;0.836449;0.603029
72624;0.836449;0.603029
72625;0.836449;0.603029
72626;0.836449;0.603029
72627;0.836449;0.603029
72628;0.836449;0.603029
72629;0.836449;0.603029
72630;0.836449;0.603029
72631;0.836449;0.603029
72632;0.836449;0.603029
72633;0.836449;0.603029
72634;0.836449;0.603029
72635;0.836449;0.603029
72636;0.836449;0.603029
72637;0.836449;0.603029
72638;0.836449;0.603029
72639;0.836449;0.603029
72640;0.836449;0.603029
72641;0.836449;0.603029
72642;0.836449;0.603029
72643;0.836449;0.603029
72644;0.836449;0.603029
72645;0.836449;0.603029
72646;0.836449;0.603029
72647;0.836449;0.603029
72648;0.836449;0.603029
72649;0.836449;0.603029
72650;0.836449;0.603029
72651;0.836449;0.603029
72652;0.836449;0.603029
72653;0.836449;0.603029
72654;0.836449;0.603029
72655;0.836449;0.603029
72656;0.836449;0.603029
72657;0.836449;0.603029
72658;0.836449;0.603029
72659;0.836449;0.603029
72660;0.836449;0.603029
72661;0.836449;0.603029
72662;0.836449;0.603029
72663;0.836449;0.603029
72664;0.836449;0.603029
72665;0.836449;0.603029
72666;0.836449;0.603029
72667;0.836449;0.603029
72668;0.836449;0.603029
72669;0.836449;0.603029
72670;0.836449;0.603029
72671;0.836449;0.603029
72672;0.836449;0.603029
72673;0.836449;0.603029
72674;0.836449;0.603029
72675;0.836449;0.603029
72676;0.836449;0.603029
72677;0.836449;0.603029
72678;0.836449;0.603029
72679;0.836449;0.603029
72680;0.836449;0.603029
72681;0.836449;0.603029
72682;0.836449;0.603029
72683;0.836449;0.603029
72684;0.836449;0.603029
72685;0.836449;0.603029
72686;0.836449;0.603029
72687;0.836449;0.603029
72688;0.836449;0.603029
72689;0.836449;0.603029
72690;0.836449;0.603029
72691;0.836449;0.603029
72692;0.836449;0.603029
72693;0.836449;0.603029
